,Trans_ID,Region,Product_category,Sales_date,Cust_ID,Product_ID,Product_Name,Quantity,Unit_Price,Discount,Total_Sales
232,2oyucvr80nmb,Asia,Automobile,2023-01-17,TS793010,13224,Product 20,10,33.91,0.26,250.93399999999997
233,549mPCisD10J,North America,Electronics,2023-10-07,PC068877,11190,Product 17,9,56.46,0.01,503.0586
234,kQgeeLwHWAxl,Asia,Electronics,2023-09-03,OL011696,15355,Product 8,4,82.03,0.13,285.4644
235,i7QxX5KwfTVL,Europe,Electronics,2023-05-01,JV999846,13278,Product 14,3,66.78,0.11,178.3026
236,NPxQMuOJvw43,Middle East,Clothing,2023-04-18,RD823237,16598,Product 13,5,47.95,0.22,187.00500000000002
237,n0c8Uk5pTpXW,Middle East,Automobile,2023-05-28,YP796486,16618,Product 4,1,63.21,0.29,44.8791
238,mmHtYirFazTG,Middle East,Furniture,2023-08-01,XD673574,10618,Product 20,4,53.29,0.12,187.5808
239,5q2fCf5oqiCy,North America,Electronics,2023-02-18,DF532852,19369,Product 6,3,52.23,0.07,145.7217
240,YeTUbOkFgehf,North America,Clothing,2023-07-26,SZ197540,17515,Product 16,4,69.01,0.15,234.63400000000001
241,pcFjbRIUGDMK,North America,Clothing,2023-10-16,ZQ119571,11752,Product 10,2,83.64,0.07,155.57039999999998
242,V7SfZgnfZdFS,Europe,Clothing,2023-07-14,FF462793,16996,Product 4,7,59.35,0.19,336.5145
243,MLIWahkoOa2n,Middle East,Electronics,2023-10-08,SM641804,11443,Product 10,7,44.71,0.23,240.98690000000002
244,FQKFARYxNpSe,Middle East,Furniture,2023-08-02,WQ037822,15607,Product 8,2,69.72,0.17,115.73519999999999
245,7EwbY9CTXgGk,Asia,Automobile,2023-01-18,OC928020,15382,Product 12,8,15.0,0.13,104.4
246,0ngv8CsMGtzs,Asia,Clothing,2023-08-21,QZ849957,13486,Product 1,5,84.95,0.14,365.285
247,Fs2VLne7l6oO,North America,Automobile,2023-08-29,BC717249,13923,Product 18,2,50.4,0.08,92.736
248,6fAp60B7WXVr,Middle East,Furniture,2023-02-25,XO594306,10720,Product 18,9,13.72,0.19,100.01880000000001
249,Yvvju12mlnTd,Europe,Automobile,2023-04-17,DS722261,16451,Product 9,4,38.66,0.3,108.24799999999999
250,9TRe2IQ37zl1,Europe,Automobile,2023-03-18,PT830061,19688,Product 17,3,27.89,0.27,61.0791
251,3rSrNtfc5qY4,North America,Automobile,2023-07-29,VA012802,11702,Product 18,3,56.29,0.05,160.42649999999998
252,2aaowNMz2q8C,Middle East,Furniture,2023-04-06,YL392091,18926,Product 2,9,55.89,0.22,392.3478
253,nHVKV9rK88AA,North America,Clothing,2023-01-28,FI852741,13650,Product 17,10,43.99,0.3,307.93
254,E5WfSgagDSOl,North America,Automobile,2023-08-06,GA656998,13989,Product 14,2,65.95,0.03,127.943
255,eqmwGQev8bn3,Europe,Furniture,2023-01-22,UM903377,10103,Product 4,8,66.23,0.29,376.1864
256,yfRsl6De5qmH,North America,Electronics,2023-05-23,CK629870,16554,Product 20,7,77.23,0.13,470.3307
257,LATPEjMtu7FK,Asia,Electronics,2023-10-08,UH206283,18127,Product 19,8,78.4,0.27,457.856
258,KAddMyRDCZzF,North America,Clothing,2023-05-22,TW897563,19217,Product 9,8,91.68,0.08,674.7648
259,eBjM8WaQXUgO,Asia,Clothing,2023-07-21,CW993785,10092,Product 15,6,71.0,0.27,310.98
260,yOkQfR8JlbSq,Asia,Electronics,2023-04-18,OU655827,16882,Product 1,8,23.33,0.02,182.9072
261,S5BhAJpSv44a,Europe,Furniture,2023-08-03,ZL613100,17236,Product 3,5,70.45,0.07,327.59250000000003
262,reKz3RHWiHFW,North America,Furniture,2023-05-17,AM015442,10279,Product 6,1,97.37,0.05,92.5015
263,XzTgnOwdctAh,Middle East,Electronics,2023-01-09,RD421184,16977,Product 1,7,56.49,0.26,292.6182
264,HVGsajBxvesw,North America,Clothing,2023-07-12,ZO415955,19270,Product 19,9,51.94,0.17,387.9918
265,LJjCrrUdmXxs,Middle East,Automobile,2023-06-16,FX637628,18397,Product 8,8,63.04,0.18,413.54240000000004
266,ewoPqjnbpxza,Europe,Electronics,2023-10-26,WX403192,19016,Product 17,3,65.68,0.22,153.69120000000004
267,mnmeTPHNFNMX,Europe,Furniture,2023-05-22,US992279,15683,Product 4,8,35.44,0.18,232.4864
268,ko30XxTNbpmp,North America,Clothing,2023-09-02,XX342853,10060,Product 1,6,39.79,0.21,188.6046
269,20ORgzDoOx6P,Europe,Furniture,2023-09-15,PN472383,16910,Product 16,9,66.8,0.24,456.91200000000003
270,fQgBtpF5CcwZ,Europe,Electronics,2023-10-25,FD378054,18252,Product 5,1,93.87,0.11,83.5443
271,avzS27Tr6Ie7,North America,Automobile,2023-10-15,IA998419,11346,Product 14,6,56.1,0.3,235.61999999999998
272,sYRMsOsTYCR8,North America,Electronics,2023-04-12,JA280551,12440,Product 5,4,13.46,0.08,49.53280000000001
273,LE0yZIygEdqU,North America,Clothing,2023-05-02,JH477167,18247,Product 12,9,55.48,0.11,444.3948
274,J3LrfAPxwl4M,Europe,Furniture,2023-05-02,FS872234,19679,Product 10,3,88.69,0.05,252.7665
275,UZA7LQxdbMrt,Middle East,Automobile,2023-05-22,ZJ826503,16643,Product 7,2,81.63,0.16,137.1384
276,AIRgP8FW4wPM,Europe,Automobile,2023-10-02,VD589873,19012,Product 9,9,19.52,0.26,130.0032
277,APwwenW8E2Jp,Middle East,Electronics,2023-06-10,GA859635,13045,Product 17,8,45.7,0.28,263.232
278,ligx5kJ52hUQ,Middle East,Clothing,2023-01-18,QP614350,10456,Product 13,4,47.47,0.21,150.0052
279,3dQkIILG8iAT,Asia,Electronics,2023-01-29,FJ073978,10289,Product 16,6,41.93,0.19,203.77980000000002
280,N3mWVWTxzIyl,Asia,Automobile,2023-08-31,BA228417,11869,Product 2,10,30.4,0.1,273.6
281,hBhr3QxQwtlx,North America,Clothing,2023-03-08,IB899587,10900,Product 20,1,68.0,0.11,60.52
282,8Jv7DyLhqisg,Asia,Clothing,2023-03-26,AL414152,13387,Product 3,5,21.6,0.27,78.84
283,qCrU2inNLoC1,Asia,Automobile,2023-08-04,US705729,14142,Product 5,8,53.08,0.23,326.9728
284,iOjyzm4PJ699,Asia,Electronics,2023-02-09,SC454819,18678,Product 7,9,98.29,0.3,619.227
285,BilMXZcVy2rt,Europe,Automobile,2023-06-24,IV490937,18362,Product 2,2,49.44,0.13,86.0256
286,Sb5TsSMjDgsc,Middle East,Furniture,2023-04-11,WP993773,17850,Product 7,3,22.97,0.25,51.6825
287,OQyr9xsZBzkJ,Europe,Furniture,2023-01-10,LD756662,13866,Product 13,6,82.88,0.25,372.96
288,s5NpnK03RCV5,Asia,Automobile,2023-10-12,HK715256,19107,Product 6,4,98.01,0.11,348.91560000000004
289,eIAlapbAqaw7,Asia,Furniture,2023-07-31,CD863251,19795,Product 12,1,51.89,0.24,39.4364
290,LpHiR6KjkSVj,Europe,Electronics,2023-10-12,HU121068,18275,Product 12,4,52.79,0.06,198.4904
291,WGz8Br2P1x65,Asia,Furniture,2023-01-31,FN247063,19708,Product 18,1,58.18,0.07,54.1074
292,REjg8AgKWWoo,North America,Automobile,2023-08-21,RS177155,17825,Product 3,6,72.38,0.12,382.16639999999995
293,YTOUT9ZX8GTN,Europe,Furniture,2023-09-10,BW561963,17071,Product 15,9,52.83,0.1,427.923
294,IIR2tximlFKm,North America,Automobile,2023-05-16,VN545673,15694,Product 3,4,29.76,0.24,90.47040000000001
295,QxJvOaS0P4lx,Middle East,Clothing,2023-08-18,AP289173,17288,Product 9,8,54.25,0.08,399.28000000000003
296,pxABccH8OsR2,Asia,Clothing,2023-04-17,MP014068,14613,Product 7,9,80.27,0.0,722.43
297,tKYqJjf0cLXA,North America,Electronics,2023-07-09,OF186489,16593,Product 3,8,90.21,0.02,707.2464
298,qbPrWHw9nuKv,Middle East,Automobile,2023-10-10,JR533041,18609,Product 3,5,72.23,0.2,288.92
299,eHhiU6w7E9dn,North America,Automobile,2023-03-10,DS716448,11133,Product 2,1,32.95,0.18,27.019000000000005
300,uH2eEmlJFuCb,Asia,Furniture,2023-08-26,SQ582093,18261,Product 5,7,64.06,0.15,381.157
301,6NSa4dZujdyD,Middle East,Clothing,2023-09-13,DE551674,10588,Product 11,10,37.98,0.16,319.0319999999999
302,bdgSC4j42AKT,Asia,Furniture,2023-06-16,CP881943,18123,Product 8,8,17.48,0.18,114.6688
303,tUVZrXrz11Sq,Asia,Clothing,2023-07-19,RC779612,19221,Product 15,10,87.88,0.15,746.9799999999999
304,5rXRL5uwNShA,North America,Clothing,2023-03-22,SF892306,13941,Product 14,3,32.24,0.07,89.9496
305,JpLddXTOSYDa,Europe,Electronics,2023-04-06,HI288873,14117,Product 11,9,43.72,0.18,322.6536
306,97oLgXO6xagc,Asia,Electronics,2023-08-02,JC049488,10581,Product 16,9,33.79,0.22,237.2058
307,KsOJyNKKSEeT,North America,Automobile,2023-02-25,AC280373,17371,Product 15,7,54.58,0.1,343.854
308,0EGP8FFgptsJ,Europe,Furniture,2023-03-31,CV124410,18459,Product 15,3,11.06,0.15,28.203
309,pURFdryRMQri,North America,Automobile,2023-05-13,IJ970967,11201,Product 17,4,52.84,0.16,177.54240000000001
310,1avA2tCqLqwH,Asia,Automobile,2023-05-21,YX585690,18348,Product 14,3,11.82,0.15,30.141000000000002
311,XexUAiFOURKt,Asia,Electronics,2023-08-03,QB514120,13820,Product 6,7,26.29,0.21,145.3837
312,G9lEbVKl7wIk,Europe,Clothing,2023-03-01,DO274701,14849,Product 16,7,42.72,0.04,287.0784
313,Ur2ZRW24mhpz,Europe,Automobile,2023-04-05,TG399028,10981,Product 9,9,47.57,0.25,321.0975
314,oOagGMEQQBbI,Asia,Electronics,2023-08-19,XM822250,17622,Product 15,6,62.27,0.23,287.6874
315,eZ9qvq1BIQMR,Europe,Electronics,2023-06-03,DF711281,16401,Product 13,2,51.1,0.26,75.628
316,ELKqcF3FItGa,Europe,Automobile,2023-04-13,GD732935,19895,Product 10,8,74.19,0.21,468.8808
317,hc0hNI3ypJDw,Asia,Furniture,2023-06-08,IG716711,13007,Product 3,2,84.1,0.04,161.47199999999998
318,USxgXPMQIESe,Europe,Automobile,2023-01-09,EL170940,11064,Product 17,6,53.88,0.27,235.99439999999998
319,IeL2JFMLIPpA,Europe,Furniture,2023-07-14,OG391225,10288,Product 12,5,87.13,0.19,352.87649999999996
320,SvC03zApnDc7,Middle East,Furniture,2023-07-13,PD680006,18408,Product 10,10,10.35,0.02,101.42999999999999
321,MpmrCVoF52zD,Asia,Electronics,2023-07-20,CO085234,19378,Product 2,2,87.06,0.02,170.6376
322,C2An76YjtObb,North America,Furniture,2023-09-23,JC218201,19220,Product 4,4,22.05,0.01,87.318
323,TytUSpx07Tmg,North America,Clothing,2023-01-21,ON649101,14056,Product 7,10,10.76,0.05,102.22
324,zskn1K4wxDJq,Europe,Electronics,2023-04-08,LT681767,13250,Product 15,9,25.81,0.01,229.9671
325,sw8YQWqkTN2W,Middle East,Clothing,2023-07-29,KV860737,12822,Product 12,5,55.95,0.24,212.61
326,0FC0zri7vaRm,Europe,Electronics,2023-03-14,GI592761,18972,Product 3,1,84.62,0.03,82.0814
327,uH4k0hy6YUf2,Asia,Automobile,2023-01-04,NE837707,11888,Product 12,6,46.49,0.21,220.3626
328,rlWjv3glRQpm,Asia,Clothing,2023-09-19,EI866401,13663,Product 20,8,29.62,0.14,203.78560000000002
329,F5tOQPH52Zyw,North America,Furniture,2023-07-27,MU188281,13561,Product 13,1,81.38,0.04,78.1248
330,tp7XDZdgf2Wn,Middle East,Electronics,2023-07-16,EV995684,10952,Product 18,9,14.81,0.03,129.2913
331,jSKJHwlbH50e,Asia,Furniture,2023-08-04,SG968944,16107,Product 13,4,77.24,0.03,299.6912
332,g6dKYEpLelyb,Europe,Automobile,2023-05-02,OP978000,14991,Product 14,3,49.17,0.26,109.15740000000001
333,Kg23a6IgZArB,Asia,Furniture,2023-03-20,EU132594,18441,Product 16,3,50.21,0.03,146.1111
334,8Dp2LZwyLQzc,North America,Furniture,2023-03-06,UZ927509,17465,Product 16,5,94.88,0.0,474.4
335,AkI0xejOoVF2,Europe,Automobile,2023-01-30,GD843387,19346,Product 9,6,21.83,0.22,102.1644
336,81Vrkbu71fQm,Europe,Electronics,2023-02-03,LH505923,12712,Product 5,1,75.81,0.26,56.0994
337,nPLRJL4LHgcA,Asia,Furniture,2023-02-20,PA186212,11439,Product 7,6,73.18,0.11,390.7812
338,jQ1UkCSK83XF,Europe,Automobile,2023-08-04,OS452475,18349,Product 14,7,25.19,0.25,132.2475
339,6dmDTdjlfzmn,North America,Furniture,2023-03-27,OE305268,14049,Product 14,4,54.65,0.19,177.066
340,1emfgDJim39L,Europe,Automobile,2023-01-20,GE593555,17164,Product 20,3,48.74,0.04,140.3712
341,CxN3vRoImePt,North America,Clothing,2023-09-03,LD249442,17962,Product 6,10,23.64,0.16,198.57600000000002
342,M2BgOXY1kJzq,North America,Electronics,2023-01-13,RF165541,18033,Product 2,3,45.12,0.05,128.59199999999998
343,mc9kuUsPkZ4L,North America,Clothing,2023-09-04,MA203294,11458,Product 3,10,22.17,0.28,159.624
344,2O0VYxJsE80A,Asia,Automobile,2023-10-04,HI177358,13180,Product 9,6,44.45,0.26,197.358
345,okJpn2jEkSTC,North America,Clothing,2023-08-17,VQ395975,11420,Product 3,9,66.79,0.19,486.89910000000003
346,44sJLfadGTke,North America,Automobile,2023-07-17,AM346358,13847,Product 9,3,38.02,0.02,111.77879999999999
347,EpOetylIL0Fa,North America,Furniture,2023-06-09,CP856111,10255,Product 1,8,33.69,0.09,245.26319999999998
348,mt6XLnpE4HK6,Asia,Clothing,2023-06-11,PO748959,18437,Product 14,6,89.42,0.08,493.5984
349,9TCJHvLIHIki,Middle East,Clothing,2023-08-31,AS080064,18630,Product 1,1,34.89,0.2,27.912000000000003
350,eH14abSFiEvE,North America,Automobile,2023-09-05,PR679136,15787,Product 12,1,10.33,0.02,10.1234
351,s4yArVlw5kvo,Middle East,Automobile,2023-02-23,AE269313,12977,Product 19,2,20.0,0.26,29.6
352,tI1pbAunOAWx,North America,Furniture,2023-04-05,DN065517,16303,Product 18,5,36.86,0.09,167.713
353,Ir8Hbxw8HTCX,Middle East,Furniture,2023-10-26,CD188885,14684,Product 10,3,28.47,0.09,77.72309999999999
354,scURbcsJz618,Europe,Clothing,2023-01-26,NN214541,16603,Product 15,1,39.32,0.26,29.096799999999998
355,oLviRaiNpXoP,North America,Electronics,2023-05-12,QH544311,15770,Product 6,4,89.03,0.03,345.4364
356,gq6cxmmvVcNM,North America,Furniture,2023-06-06,BA995185,13730,Product 6,8,43.9,0.14,302.032
357,nmI5orUyJOos,Asia,Clothing,2023-10-04,JQ689482,16704,Product 9,8,87.45,0.02,685.6080000000001
358,Lmzo64K15VZn,North America,Clothing,2023-03-16,NF074455,17480,Product 3,9,23.04,0.16,174.1824
359,n1qlkY5t8Ig2,Asia,Clothing,2023-09-03,IB474317,19860,Product 8,5,14.6,0.23,56.209999999999994
360,qCXK5Ef77Bf4,Middle East,Electronics,2023-03-30,YP323668,15458,Product 8,8,11.88,0.16,79.8336
361,RJGIgOlcuG32,North America,Automobile,2023-09-23,QG041017,19551,Product 2,8,82.26,0.07,612.0144
362,IslCP8Z6lv6f,Asia,Clothing,2023-04-13,SN218032,18048,Product 6,7,61.3,0.04,411.9359999999999
363,D2UmpTqPjhU5,Middle East,Electronics,2023-01-12,OA064099,16211,Product 9,9,15.1,0.22,106.00200000000001
364,0UjY76K8xiaj,Middle East,Clothing,2023-03-27,BD689983,10143,Product 20,7,53.97,0.13,328.6773
365,0bkHTIhsvgZj,Asia,Electronics,2023-10-05,OP808021,18528,Product 16,4,46.72,0.17,155.1104
366,C3AZ0y5uvZXU,North America,Furniture,2023-04-26,IV399980,12072,Product 15,10,42.27,0.02,414.24600000000004
367,xLCkcKTVmVYA,Asia,Automobile,2023-03-03,QF737064,13386,Product 4,2,33.23,0.02,65.1308
368,ezhcobI8boGk,North America,Electronics,2023-04-14,HS586583,10622,Product 7,6,37.38,0.19,181.66680000000002
369,hth9cn0Bt5lT,Asia,Automobile,2023-08-04,TY290816,14933,Product 6,9,23.04,0.25,155.52
370,HnhHNnXcEDDu,Asia,Clothing,2023-09-03,OX943333,10631,Product 14,9,70.65,0.26,470.52900000000005
371,SCFmpDqxlJ76,Middle East,Automobile,2023-07-16,AW376903,12219,Product 6,10,65.51,0.23,504.427
372,a3mTJSB9pvAb,Middle East,Clothing,2023-10-24,IR046119,18385,Product 11,1,24.34,0.02,23.8532
373,SqoQfJQwR7in,North America,Electronics,2023-04-07,YK169565,19487,Product 12,3,58.44,0.21,138.5028
374,HyBxKE4YcJuy,North America,Clothing,2023-09-14,KD105402,17757,Product 16,7,74.62,0.21,412.64860000000004
375,ydGTZOnRXMbz,Asia,Electronics,2023-09-29,UT627175,16406,Product 15,4,28.0,0.16,94.08
376,EBR1Qp58YCtx,North America,Automobile,2023-04-16,FF784974,12494,Product 1,10,82.34,0.27,601.082
377,oP4Q9BntyjBv,Asia,Electronics,2023-06-19,BW655567,11133,Product 17,8,87.25,0.1,628.2
378,UHVvBOa32oeN,Middle East,Automobile,2023-02-03,IA708481,12091,Product 13,1,17.02,0.01,16.8498
379,SUoclRi7wsAW,Europe,Electronics,2023-03-13,RS967692,10378,Product 6,6,44.2,0.05,251.94
380,Iidl56t9999W,Europe,Electronics,2023-02-04,TU788379,15434,Product 9,5,18.82,0.21,74.339
381,Y9VPMFT7jekl,Europe,Clothing,2023-08-23,LW320004,16910,Product 3,1,58.99,0.02,57.8102
382,GRwyvXEoPkt9,North America,Automobile,2023-04-05,DV517347,12001,Product 18,1,61.52,0.04,59.059200000000004
383,R5ySSzahyP4m,Asia,Automobile,2023-09-29,IO555252,12235,Product 8,6,48.74,0.12,257.34720000000004
384,IG1lC6NFYXsW,Europe,Furniture,2023-03-04,CE109075,13817,Product 2,4,22.33,0.06,83.96079999999999
385,z9J1GqHppxE4,Middle East,Electronics,2023-09-02,JJ073097,12341,Product 11,2,14.22,0.28,20.4768
386,9BrpTS5PQHb6,North America,Furniture,2023-03-25,FG512920,18643,Product 11,9,63.54,0.15,486.081
387,frlCD50TC0GZ,Asia,Furniture,2023-01-31,LP953037,13903,Product 14,3,91.46,0.16,230.4792
388,pvChbCEqEHEu,Middle East,Electronics,2023-06-27,OS456675,11349,Product 11,1,26.46,0.11,23.549400000000002
389,RxyWgzXtDd8p,North America,Electronics,2023-03-05,DY835225,18332,Product 7,6,87.61,0.15,446.8109999999999
390,bTZI0H1d3zXK,Middle East,Furniture,2023-10-26,JU261055,18069,Product 17,8,63.58,0.16,427.25759999999997
391,0GZqIxZu8Jhh,Europe,Furniture,2023-10-11,TU223621,18193,Product 13,9,60.42,0.14,467.6508
392,kUqQEzRnmTvh,Asia,Clothing,2023-04-24,TX224161,19359,Product 20,10,28.36,0.23,218.37199999999999
393,my7zs9HkWynG,Middle East,Clothing,2023-04-10,FJ748049,10518,Product 6,1,89.73,0.17,74.4759
394,bkAlKJt8dova,Middle East,Clothing,2023-01-28,OP034999,16975,Product 13,9,95.71,0.23,663.2702999999999
395,2osWqi6yrZ3z,Asia,Clothing,2023-04-07,KN279141,18679,Product 1,1,49.41,0.03,47.927699999999994
396,Iat06ogVE8VV,Europe,Furniture,2023-09-18,LB613163,18007,Product 15,9,80.35,0.14,621.909
397,yUyPRNZoJiN5,Asia,Automobile,2023-02-20,DM770414,15417,Product 17,1,35.95,0.13,31.276500000000002
398,Lt3nQnQ9JlZm,North America,Automobile,2023-05-01,RX468881,12424,Product 12,4,25.21,0.11,89.7476
399,H9EjKZHu8H8x,Middle East,Clothing,2023-08-06,OW706974,18738,Product 1,9,35.3,0.14,273.222
400,0sGrRU1oZS4R,North America,Furniture,2023-08-11,KW772801,17153,Product 7,6,52.4,0.23,242.088
401,Nsvheh1Gk7A8,Europe,Clothing,2023-10-23,PF612268,18831,Product 5,4,56.32,0.24,171.21280000000002
402,OflbenpvCZau,Middle East,Automobile,2023-07-10,CS025060,10181,Product 6,9,32.72,0.3,206.13599999999997
403,FC1KOL4nJgBY,Middle East,Clothing,2023-09-07,AM642984,13212,Product 18,4,92.09,0.27,268.9028
404,yxexD3k40yh8,North America,Electronics,2023-05-25,ED510994,15652,Product 15,1,26.05,0.11,23.1845
405,yQP1O4FvMyxD,Middle East,Furniture,2023-08-31,GG830952,11527,Product 14,7,58.95,0.16,346.626
406,rqP2LSHFdLN1,North America,Automobile,2023-06-03,ZV435590,14302,Product 4,7,16.99,0.16,99.90119999999999
407,9v6wsDCJ4xVH,North America,Clothing,2023-04-21,XC536153,15608,Product 14,7,63.21,0.11,393.79830000000004
408,8bNI28gogESY,Middle East,Electronics,2023-01-11,ZR316281,16548,Product 19,8,70.11,0.11,499.1832
409,d3sJ7y1PDUBe,Europe,Automobile,2023-08-18,LE198162,13521,Product 2,10,56.38,0.19,456.67800000000005
410,UMgNi2SYuoqd,Europe,Automobile,2023-10-05,ZF753452,10640,Product 16,8,39.2,0.09,285.37600000000003
411,ZirFIAQr7PK8,Europe,Furniture,2023-02-24,LX204238,10515,Product 2,9,17.37,0.11,139.1337
412,RbcaR1gafJTF,Middle East,Furniture,2023-07-23,CF116619,15230,Product 17,8,99.2,0.25,595.2
413,Aah2Ftv2iq8W,Middle East,Furniture,2023-08-16,OW949064,12027,Product 11,6,86.56,0.16,436.26239999999996
414,l1nG1surt6QM,Europe,Electronics,2023-10-07,GI332614,11791,Product 9,1,97.07,0.3,67.94899999999998
415,qA6WPUQXw19s,North America,Furniture,2023-09-02,GD890870,19975,Product 19,2,72.8,0.21,115.024
416,vILsvJRZkT9q,Europe,Electronics,2023-03-19,DT706505,14043,Product 5,7,91.81,0.01,636.2433000000001
417,yGn8YjmGI2uv,North America,Clothing,2023-04-01,GH368778,16500,Product 10,2,56.76,0.07,105.57359999999998
418,B0dqsvg5MDgS,Middle East,Furniture,2023-02-03,QR949527,19524,Product 20,6,24.86,0.06,140.2104
419,laAREpd5Fl1S,Middle East,Clothing,2023-09-19,MT496956,17254,Product 20,3,66.42,0.04,191.2896
420,9MYdeAMNot6n,Europe,Furniture,2023-05-21,OC318789,13394,Product 3,4,95.04,0.28,273.7152
421,DWQNargViHp7,Middle East,Electronics,2023-05-01,XL588821,12901,Product 19,4,68.94,0.03,267.4872
422,o26832IRW4cI,North America,Furniture,2023-07-30,IS906667,12127,Product 14,4,91.94,0.22,286.8528
423,m5bpRU6LOlPf,Europe,Clothing,2023-06-22,YM704736,19705,Product 8,2,77.46,0.29,109.99319999999999
424,LT06CztTRHBh,Europe,Electronics,2023-02-25,EO341951,10044,Product 14,10,99.79,0.22,778.3620000000001
425,E2G6ARiTixWk,Europe,Automobile,2023-05-25,SY164437,18099,Product 20,10,75.43,0.04,724.128
426,ox7kIvNIPUwX,Asia,Electronics,2023-03-29,IB744848,10639,Product 6,8,75.01,0.0,600.08
427,PH75jDX7cYHp,North America,Electronics,2023-10-17,JO406165,12652,Product 14,5,21.08,0.3,73.77999999999999
428,ltaUxVF6s4un,Europe,Furniture,2023-03-03,RI548486,18865,Product 8,7,97.54,0.26,505.25720000000007
429,XRXZ6q3Bb9qc,North America,Clothing,2023-01-14,JO349493,19815,Product 9,6,27.22,0.06,153.52079999999998
430,YgY3D7104Cof,North America,Automobile,2023-05-10,QP114914,19464,Product 19,3,86.28,0.01,256.2516
431,rMV0YmIpmSXe,Asia,Automobile,2023-07-06,JW306868,14195,Product 8,1,45.88,0.21,36.245200000000004
432,vTy55M5tOVxF,Europe,Furniture,2023-04-03,SJ471353,15205,Product 18,3,77.0,0.08,212.52
433,CiP9bFELNcXK,North America,Clothing,2023-08-20,AX649228,18464,Product 15,7,85.83,0.28,432.5832
434,SqhPpcCoS6Rm,Middle East,Furniture,2023-10-11,UA288175,13402,Product 12,5,40.57,0.2,162.28000000000003
435,dtcugyLz7zno,Europe,Electronics,2023-05-07,TS339267,19419,Product 9,7,12.58,0.13,76.6122
436,GVIQlGGUVjpR,North America,Automobile,2023-04-25,CN566616,17234,Product 13,5,56.32,0.24,214.01600000000002
437,HAJ8SgeHQQQb,Europe,Electronics,2023-04-03,DM133695,13373,Product 14,9,46.3,0.21,329.193
438,cYFiTbxaM6Hq,North America,Clothing,2023-06-29,US644248,14442,Product 7,7,53.51,0.26,277.1818
439,CXkEifVNv3tu,Europe,Clothing,2023-05-24,LI909630,19348,Product 9,10,40.23,0.08,370.116
440,kL3NtsLPc4tC,Europe,Clothing,2023-07-14,IP916881,19743,Product 11,6,54.49,0.17,271.3602
441,6SlPZYyX979N,Asia,Automobile,2023-06-14,EN424329,11762,Product 2,7,21.4,0.05,142.31
442,dpM2x6LLMIOa,North America,Electronics,2023-04-26,NJ469191,18214,Product 3,8,41.01,0.17,272.3064
443,a9xoa8S33ctL,Middle East,Clothing,2023-06-04,YV399689,12700,Product 15,5,30.68,0.01,151.866
444,KKs50guXV1MR,North America,Electronics,2023-08-16,OK419092,18249,Product 10,9,75.25,0.07,629.8425
445,CP6B3nm1kuEV,North America,Clothing,2023-10-15,DN406835,12808,Product 17,3,38.05,0.22,89.03699999999999
446,cxy474dPOn6W,Middle East,Automobile,2023-02-11,NT677098,13870,Product 8,6,14.92,0.09,81.4632
447,HnzOwweJwexl,Europe,Furniture,2023-09-01,PA615880,19536,Product 2,10,63.07,0.17,523.481
448,PTchacsT7crU,North America,Furniture,2023-08-14,SW241691,11032,Product 20,4,31.83,0.3,89.124
449,RlCF194ebNWt,Europe,Furniture,2023-06-05,TF026099,14976,Product 12,2,19.49,0.09,35.4718
450,tODGiNb7KeCf,Middle East,Electronics,2023-02-10,WC605048,18280,Product 17,3,38.77,0.09,105.84210000000002
451,UAN88W0xO53X,Asia,Furniture,2023-06-22,ZZ518941,18397,Product 6,2,36.39,0.29,51.6738
452,kSfLeVtQFKBR,North America,Electronics,2023-09-24,ZE011170,10847,Product 4,9,93.46,0.19,681.3234
453,UeWSWsSGvnEs,Europe,Clothing,2023-05-02,PY498704,14945,Product 13,3,92.12,0.04,265.30559999999997
454,MUUWJzNHV2Pq,Middle East,Automobile,2023-08-24,YK476045,11967,Product 8,3,23.19,0.26,51.48180000000001
455,aZPmuGh5eAmz,Europe,Furniture,2023-01-28,NV330310,13636,Product 15,8,93.13,0.01,737.5895999999999
456,CuwhImJcfund,Asia,Clothing,2023-02-18,QU468854,18715,Product 3,3,29.58,0.2,70.992
457,SJVVG8AckIiJ,North America,Furniture,2023-07-01,FC448396,19005,Product 14,2,88.11,0.24,133.9272
458,XLwtmd5KTJWE,Europe,Clothing,2023-05-06,QC613048,19295,Product 7,2,29.99,0.06,56.38119999999999
459,MExZKEEj9aIP,Asia,Clothing,2023-06-13,SL407050,14321,Product 20,10,88.74,0.3,621.18
460,5xyNjeRGISxR,North America,Electronics,2023-01-14,HR106519,18265,Product 14,8,18.22,0.17,120.98079999999999
461,gQ84MEOPOiBv,Europe,Automobile,2023-09-06,MP257726,17413,Product 9,1,98.37,0.02,96.4026
462,lfUlzm8OxOiv,North America,Clothing,2023-04-16,OS115491,12959,Product 13,5,14.82,0.03,71.877
463,JaKZnAGdAzMO,North America,Clothing,2023-07-07,SD228815,10690,Product 7,6,89.0,0.15,453.9
464,bXb9SypKJkXB,Europe,Furniture,2023-04-02,OO815979,19758,Product 12,1,96.46,0.19,78.1326
465,P8RDtbyewxAM,North America,Clothing,2023-03-18,RI207556,18880,Product 14,8,96.98,0.19,628.4304000000001
466,4B2IpnedpHPp,North America,Clothing,2023-06-10,LB921236,17735,Product 15,7,61.21,0.29,304.2137
